species|Leaf shape: 5. leaf base|First historical record: 1. date|After-ripening requirement|Root depth: 1. type|Root persistence|Stomata: 1. surfaces present|Sepal number|Range: 3. continents where native|Range: 2. european countries where introduced|Age at first flowering|Incompatibility systems|Photosynthetic pathway|Vegetative reproduction/persistence: 2. pattern|Ellenberg: Temperature|Soil pH: 2. extreme minimum|Leaf lamina thickness: 1. range|Seed viability|Drought Tolerance|Height: 4. typical minimum (cm)|Chromosome number(s): 1. number|Maximum seedbank density (m2)|Change Index|Heteromorphy|Flow|Soil moisture: 3. supply|Lemma|Minimum temperature germination|Ellenberg: Continetality|Seed/ovule ratio|Cleistogamy|Dispersal agent|Height: 2. extreme minimum (cm)|Response to vertebrate grazing|Soil moisture: 1. water table|Normal method of propagation|Stomata: 3. density on upper surface (no/mm2)|Mono/poly-carpic|Longevity of stems (yrs)|Seedbank type|Petal no|Dynamics|Max. Stem Diameter (mm)|Pollen viability|Leaf shape: 6. petiole|Flowering time: 2. latest month|Germination requirements 3. temperature fluctuation|Petal (sepal) size (cm)|Mature leaf N concentration (mg/g)|rgr|Ellenberg Indicator: Salt|Altitude: 1. maximum recorded (m)|Seed production: 2. typical range (/flower)|Pollen vector|Status|Life Form: normal state|Soil pH: 1. extreme maximum|Exposure|Southern European Limit (Latitude, 5C band)|Response to drought|Ellenberg Indicator: Light|Northern Limit in Britain|Ellenberg Indicator: Nitrogen|Annual seed dispersal|Continentality|Dispersule size - length of longest axis (mm)|Nutrition|Stems: 2. support|Height: 3. typical maximum (cm)|Seed weight: 1. maximum (mg)|Minimum temperature at which 50% seeds germinate|Seedbank density: recorded values|Time of seed dispersal (season)|Water pH: 4. typical minimum|EW Index|Life-form|First historical record: 2. site|Leaf shape: 8. maximum petiole length (mm)|Ellenberg: pH|Inflorescence type|Ellenberg : Moisture|number of European countries in which native|July mean temperature|Heterophylly|Fine root diameter (um)|Altitude: 2. minimum recorded (m)|Leaf longevity: 2. number of months|Maximum depth of leaves|Maximum temperature of germination|2C DNA content (pg)|SN Index|British distribution (post 1949 records)|Seedbank longevity|Germination requirements 2. light|Mean seedbank density (m2)|Vegetative reproduction/persistence: 1. method|Dicliny|Germination type|Fertilization|Clonality: normal state|Rarity Status|Seed production: 1. maximum (/flower)|Mature leaf P concentration (mg/g)|Fossil record: 1. earliest record|Root hairs|Leaf shape: 1. type|Stamen number|Leaf shape: 4. length versus breadth|Root depth: 2. depth (cm)|Glume, upper|Photoperiodism: 1. type|Maximum temperature at which 50% seeds germinate|Conservation Status|Pollen: 1. mono/di-morphic|Heavy metal resistance|Life Form: less frequent state|Seedling growth rate - maximum (/d)|Physical defences on leaves|Medicinal Use|Response to frost (non-woody tissue)|Physical defences on stems|Leaf position|Southern European Limit|Flower colour|Time of germination (season)|Clonality: less frequent state|Auricle|Water nutrients|Seed production: 3. typical range (/plant)|Mean Spore Diameter (Pteridophytes) (µ m )|Soil pH: 4. typical minimum|Northern European Limit (Lat,5C band)|Stomata: 2. density on lower surface(no/mm2)|Flowering time: 1. earliest month|Water pH: 3. typical maximum|Leaf folding|Pollen: 2. diameter (um)|Spread|Germination requirements 1. chilling|Leaf area (cm2)|Carpel/Style number|Waterlogging tolerance|Response to frost (seedlings)|Water pH: 2. extreme minimum|Physical defences on flowers/fruits|Soil nutrients|Glume lower|Pollen/ovule ratio|Seed size - length of longest axis (mm)|Stomata 4: density, surface indeterminate (no/mm2)|Water pH: 1. extreme maximum|Mean plant dry mass(mg)|Leaf shape: 2. outline|Appendages on dispersal unit|Leaf shape: 7. minimum petiole length (mm)|Stigma number|Leaf shape: 3. pointed/round|Carnivory|Range: 4. continents where introduced|Height 5: Mean (cm)|Soil pH: 3. typical maximum|Photoperiodism: 2. threshold value (h)|Altitude: 4. typical minimum (m)|Palea|Leaf longevity: 1. type|Shade|Annual precipitation|Seed weight: 3. mean (mg)|Seed weight: 2. minimum (mg)|January mean temperature|Ligule|Flowering time: 3. peak month|Stems: 1. woodiness|Root hair length (mm)|Root system|Height: 1. extreme maximum (cm)|Minimum seedbank density (m2)|Shade tolerance|Range: 1. european countries where native|Dichogamy|Inbreeding (%)|Rgr max|Biome|Soil moisture: 2. drainage|Physical defences on buds|Salinity|Typical abundance where naturally occurring|Fossil record: 2. earliest postglacial record|Eastern Limit|id|genus|family|myFert3|myFert5|myFertGen|myHeavyMet|myPlantAtRange|myPlantAtRarity|myRarityCombined|myEBergL|myEBergF|myEBergR|myEBergN|myEBergS|myPlantAtNativeStatus|myPlantAtConservationStatus|myPlantAtChangeIndex|myPlantAtHeight|myPlantAtLen|myPlantAtPern1|myPlantAtPern2|myPlantAtLife1|myPlantAtLife2|myPlantAtWood|myPlantAtClone1|myPlantAtClone2|myPlantAtMajorBiome|myPlantAtEastLim|myPlantAtCont|myPlantAtTjan|myPlantAtTjul|myPlantAtPrecip|myLocalRarity
chenopodium_glaucum|cuneate|1713|||||0|Asia, Europe, North America||||C3|no ramets|6, 6|||||5|18|3|-1.32||||||7|||||||seed|||<1|short-term persistent|3||||petiolate|9||0.3|||3, 3, 3|||wind|native|Therophyte|||||8, 8, 8|No|9, 9, 9||Not continental||autotrophic|decumbent, self-supporting|50||||||2.45|therophyte|London||7, 7, nan|cyme|6, 6, 6|23|16.0|none||0|||||1.96||||3|none|gynomonoecious|||Little or no vegetative spread||||||simple|2|1-3 times as long as wide|||||||none|||glabrous, soft hairs|||glabrous||No Data|green|spring|||||||||6||||height = width||1-10|2|||||fertile, very fertile|||||||toothed|||2|pointed, rounded|does not kill insects|||||0|||none|724.0|0.183, 0.215||4.0|||non-woody||||3||||||Temperate|||brackish|||Circumpolar|480030090|chenopodium|||||none|161.0|||8.0|6.0|7.0|9.0|3.0|AR||-1.32|50.0||a||Th||h|0||7|6||4.0|16.1|724.0|
chenopodium_hircinum|||||||0|||||||||||||||||||||||||||||||||3|||||||0.3||||||||||||||||||||||||||||||||cyme|||||||||||||||||||||||||||2|||||||||||||||||green|||||||||||||||||2|||||||||||||||2||||||||||||||||||||||||||||||||||920000489|chenopodium||||||||||||||||||||||||||||||||
chenopodium_hybridum|cordate, rounded, truncate|1704|||||0|Africa, Asia, Europe||||C3|no ramets|6, 6|||||10|18||-0.32||||||7|||||||seed|||<1|long-term persistent|3|||||10||0.3|||0, 0, 2|||wind|native|Therophyte|||||7, 7, 7|No|7, 8, 8||Not continental|2|autotrophic|self-supporting|100||||||2.98|therophyte|Colchester, Essex||7, 7, 8|cyme|4, 5, 5|20|16.0|none||0|||||1.74|||||none|gynomonoecious||normally cross|Little or no vegetative spread||||||simple|2|1-3 times as long as wide, length = width|||||||none|||soft hairs|||soft hairs||No Data|green|summer|||||||||8||||height > width||10-100|2|||||fertile|||2||||toothed|||2|pointed|does not kill insects|||||0|||none|695.0|1.698, 2.16||3.7|||non-woody|||||||entirely protogynous|||Temperate||||||Circumpolar|480030120|chenopodium||mixed|normally cross|generally cross|none|286.0|||7.0|4.0|7.0|7.0|0.0|AR||-0.32|100.0||a||Th||h|0||7|6||3.7|16.2|695.0|
dysphania_multifida|||||||0|||||||||||||||||||||||||||||||||5|||||||0.03|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||green|||||||||||||||||1|||||||||||||||2||||||||||||||||||||||||||||||||||7996|dysphania||||||||||||||||||||||||||||||||
chenopodium_murale|cuneate|1634|||||0|Africa, Asia, Europe||||C3|no ramets|7, 7||||||18|190|-1.63||||||6|||||||seed|||<1|short-term persistent|3|||||10||0.3|||0, 0, 2|||wind|native|Therophyte|||||8, 8, 8|No|7, 9, 9||Not continental|1.3|autotrophic|self-supporting|90||||||4.07|therophyte|||6, 8, 8|cyme|4, 4, 6|28|16.0|none||0||||1.25|1.95||||78|none|gynomonoecious||normally cross|Little or no vegetative spread||||||simple|2|1-3 times as long as wide|||||||none|||soft hairs|||soft hairs||No Data|green||||||||||7||||height > width||1-10|2|||||fertile, very fertile|||1.3||||toothed|||2|pointed|does not kill insects|Australasia, North America||||0|||none|797.0|0.6||4.2|||non-woody||||15|||entirely protogynous|||Southern Temperate||||||Euro-Siberian|480030160|chenopodium||mixed|normally cross|generally cross|none|433.0|||8.0|6.0|6.0|7.0|0.0|AR||-1.63|100.0||a||Th||h|0||8|4||4.2|16.0|797.0|
chenopodium_nitrariaceum|||||||0|||||||||||||||||||||||||||||||||3|||||||0.3|||||||||||||||||||||250|||||||||||cyme|||||||||||||||||||||||||||2|||||||||||||||||green|||||||||||||||||2|||||||||||||||2||||||||||||0.4||||||||||||||||||||||920007997|chenopodium||||||||||||||||||||||||||||||||
chenopodium_opulifolium|cuneate||||||0|Africa, Asia, Europe||||C3|no ramets|6, 7|||||30|54||||||||3|||||||seed|||<1|transient|3|||||10||0.3|||0, 1|||wind|native||||||8, 8||6, 7|||1.4|autotrophic|decumbent, self-supporting|150||||||1.88|therophyte|||7, 7|cyme|4, 5|22||none||0||||2.66|2.29|||||none|gynomonoecious|||||||||simple|2|length = width|||||||none|||soft hairs|||soft hairs|||green||||||||||8||||height = width||1-10|2|||||fertile|||1.4||||lobed and toothed|||2|pointed|does not kill insects|||||0|||none||0.6|||||non-woody|||||||||||||||||480030200|chenopodium|||||none|||||||||||||||||||||||||||
chenopodium_polyspermum|cuneate|1597|||||0|Asia, Europe||||C3|no ramets|6, 6||||||18|13400|0.62||||||4|||||||seed|||<1|long-term persistent, seedbank present, type uncertain, short-term persistent|3|||||10|partial|0.3|||0, 0, 0|||wind|native|Therophyte|||||6, 7, 7|No|8, 8, 8||Not continental|1.2|autotrophic|decumbent, self-supporting|100||||||4.04|therophyte|||6x, 7, nan|cyme|6, 6, 6|27|16.0|none||0|||||1.39|||partial|1425|none|gynomonoecious||normally cross|Little or no vegetative spread||||||simple|2|1-3 times as long as wide|||||||none|||glabrous|||glabrous||No Data|green|spring|||||||||7||||height = width|partial|1-10|2|||||fertile, very fertile|||1.2||||entire|||2|pointed, rounded|does not kill insects|North America||||0|||none|794.0|0.3, 0.3||3.9|||non-woody||||2|||entirely protogynous|||Temperate||||||Euro-Siberian|480030130|chenopodium||mixed|normally cross|generally cross|none|1018.0|||7.0|6.0|7.0|8.0|0.0|AR||0.62|50.0||a||Th||h|0||7|4||3.9|16.0|794.0|
chenopodium_probstii|||||||0|||||||||||||||||||||||||||||||||3|||||||0.3||||||||||||||||||||||||||||||||cyme|||||||||||||||||||||||||||2|||||||||||||||||green|||||||||||||||||2|||||||||||||||2||||||||||||||||||||||||||||||||||920004426|chenopodium||||||||||||||||||||||||||||||||
dysphania_pumilio|||||||0|||||||7, 8||||||||||||||||||||||||||5|||||||0.65|||0, 1||||||||||9, 9||6, 8||||||||||||||||7, 7||3, 4|||||||||0.74|||||||||||||||||1|||||||||||||||||white|||||||||||||||||2|||||||||||||||2||||||||||||0.0608||||||||||||||||||||||480030050|dysphania||||||||||||||||||||||||||||||||
chenopodium_rubrum|cuneate, truncate|1629||shallow||both|0|Asia, Europe|||none|C3|no ramets|7, nan|5.2|||||36|6397|1.0|||||||||unspecialised|5|||seed|87||<1|long-term persistent, seedbank present, type uncertain, short-term persistent|3|increasing|||petiolate|9||0.3|||1, 1, 2|300||wind|native|Therophyte|6.2||<45||7, 8, 8|No|8, 9, 9||Not continental|0.6|autotrophic|decumbent, self-supporting|50||25||autumn, summer||3.41|therophyte|Hampstead, London||7, 7x, nan|cyme|6, 7, 7|22|16.0|none|<100|0|||||2.02||>20 yrs|partial|638|none|andromonoecious, gynomonoecious, hermaphrodite|epigeal|normally cross|Little or no vegetative spread|Present|||||simple|2|1-3 times as long as wide, length = width|||short-day|35|||none|||glabrous||sensitive|glabrous||No|green|spring, summer|||||||>65|155|5||||height = width||1-10|2||sensitive|||fertile|||0.6||||toothed|||2|pointed|does not kill insects|Africa, North America||||0||aestival|none|800.0|0.09, 0.2||3.8|||non-woody|||90|5|||entirely protogynous|||Temperate|||brackish|frequent||Euro-Siberian|480030100|chenopodium||mixed|normally cross|generally cross|none|1417.0|n|n|7.0|7.0|7.0|8.0|1.0|N||1.0|70.0||a||Th||h|0||7|4||3.8|15.7|800.0|frequent
chenopodium_strictum|||||||0|||||||7, 7x||||||||||||||7||||||||||||3|||||||0.3|||0, 1||||||||||8, 9||6, 6||||||||||||||||6x, nan|cyme|4, 4|||||||||1.6|||||||||||||||||2|||||||||||||||||green|||||||||||||||||2|||||||||||||||2||||||||||||0.319||||||||||||||||||||||480030230|chenopodium||||||||||||||||||||||||||||||||
chenopodium_suecicum|||||||0|||||||6, 6x||||||||||||||6||||||||||||3|||||||0.3|||0, 0||||||||||7, 8||7, 7||||||||||||||||6, 6x|cyme|4, 5||||||||||||||||||||||||||2|||||||||||||||||green|||||||||||||||||2|||||||||||||||2||||||||||||1.038||||||||||||||||||||||480030240|chenopodium||||||||||||||||||||||||||||||||
chenopodium_urbicum|cuneate, truncate|1713|||||0|Asia, Europe||||C3|no ramets|7, 7|||||15|36||-4.57||||||7|||||||seed|||<1||5|declining||||9||0.3|||0, 0, 2|||wind|native|Therophyte|||||7, 7, 7|No|7, 7, 8||Not continental|1.4|autotrophic|self-supporting|100||||||3.55|therophyte|London||7, 7, 7|cyme|4, 5, 6|21|16.0|developmental||0|||||2.33|||||none|gynomonoecious|||Little or no vegetative spread||||||simple|5|1-3 times as long as wide|||||||none|||glabrous|||glabrous||No Data|green||||||||||8||||height > width||10-100|2|||||fertile|||1.4||||toothed|||2|pointed|does not kill insects|North America||||0|||none|762.0|0.434||4.0|||non-woody|||||||markedly protogynous|||Temperate||||||Euro-Siberian|480030150|chenopodium||outcrossing|outcrossing|generally cross|none|240.0|||7.0|5.0|7.0|7.0|0.0|AR||-4.57|100.0||a||Th||h|0||7|4||4.0|16.1|762.0|
chenopodium_vulvaria|cuneate|1597|||||0|Africa, Asia, Europe||||C3|no ramets|7, 7|||||5|18||-2.6||||||4|||||||seed|||<1||3|||||9||0.3|||0, 0, 3|||wind|native|Therophyte|||||7, 7, 8|No|9, 9, 9||Not continental|1.5|autotrophic|decumbent|65||||||3.19|therophyte|||7, 7, 7|cyme|4, 4, 4|25|16.0|none||0||||1.27|1.17|||||none|andromonoecious, gynomonoecious|||Little or no vegetative spread||||||simple|2|1-3 times as long as wide|||||Vulnerable||none|||soft hairs|||soft hairs||No Data|green|spring|||||||||7||||height > width||1-10|2|||||fertile, very fertile|||1.5||||entire|||2|pointed|does not kill insects|North America||||0|||none|752.0|0.456||4.1|||non-woody|||||||homogamous, markedly protogynous|||Southern Temperate|||saline|||Euro-Siberian|480030140|chenopodium|||||none|186.0|||7.0|4.0|7.0|9.0|0.0|AR|VU|-2.6|35.0||a||Th||h|0||8|4||4.1|16.1|752.0|
chenopodium_x_bontei=c_carinatum_x_c_cristatum|||||||0|||||||||||||||||||||||||||||||||3|||||||0.3||||||||||||||||||||||||||||||||cyme|||||||||||||||||||||||||||2|||||||||||||||||green|||||||||||||||||2|||||||||||||||2||||||||||||||||||||||||||||||||||920007846|chenopodium||||||||||||||||||||||||||||||||
minuartia_sedoides|parallel-sided|1777|||||5|Europe||||C3|patch-forming||||||4|26||-0.75||||||||||||||||||0||||sessile|8||0|||0|1060, 1097||insect|native|Chamaephyte||exposed|<45||8|Yes|2||Not continental|0.5|autotrophic|procumbent|8||||||4.83|chamaephyte|Rhum, Scotland|0|4|solitary|5|11|11.0|none||0, 335|||||8.7|27||||branching root stock|gynodioecious, gynomonoecious, hermaphrodite|||Little or no vegetative spread|Scarce|||||simple|10|>3 times as long as wide|||||||none|||glabrous, soft hairs|||||No|white||||||||55-60||6||||height < width||0.1-1|3|||||very infertile|||0.5||||entire||0|3|pointed|does not kill insects||||||||none|2095.0|0.258||1.2|||non-woody|||||||homogamous, protandrous, weakly protandrous|||Arctic Montane||||||European|570030560|minuartia|||||none|76.0|s|s|8.0|5.0|4.0|2.0|0.0|N||-0.75|8.0||p||Ch||h|0||1|3||1.2|11.4|2095.0|
scilla_forbesii|||||||0|||||||||||||||||||||||||||||||||6|||||||0.4||||||||||||||||||||||||||||||||raceme|||||||||||||||||||||||||||6|||||||||||||||||blue|||||||||||||||||1|||||||||||||||1||||||||||||||||||||||||||||||||||920007224|scilla||||||||||||||||||||||||||||||||
scilla_luciliae|||||||0|||||||||||||||||||||||||||||||||6|||||||1.6||||||||||||||||||||||||||||||||raceme||||||||||8.4|||||||||||||||||6|||||||||||||||||blue|||||||||||||||||1|||||||||||||||1||||||||||||||||||||||||||||||||||920003338|scilla||||||||||||||||||||||||||||||||
scilla_sardensis|||||||0|||||||||||||||||||||||||||||||||6|||||||0.9||||||||||||||||||||||||||||||||raceme||||||||||8.8|||||||||||||||||6|||||||||||||||||blue|||||||||||||||||1|||||||||||||||1||||||||||||||||||||||||||||||||||920007225|scilla||||||||||||||||||||||||||||||||
chloris_divaricata|parallel-sided|1955|||||0|Australasia, Pacific|||||||||||30|||||||0.39|||||||||||polycarpic|||0||||sheathing|||0||||||wind|||||||||||||autotrophic||50|||||||hemicryptophyte||||raceme||||none||||||||||||stolons|hermaphrodite|||||||||simple|3|>3 times as long as wide||0.245||||||||glabrous|||glabrous|||green||||||||||||||height = width||0.1-1|2||||glabrous||0.135||2.2||||entire|awn||2|pointed|does not kill insects||||||||none||0.112|||||non woody||fibrous|||||||||||||||920003243|chloris|poaceae|||||||||||||||||||||||||||||||
chloris_truncata|parallel-sided||||||0|Australia|Be, Cz, Esp, UK||||patch|||||||40|||||||||||||||||polycarpic|2-10||0||||sheathing|||0||||||wind|||||||||||||autotrophic|self supporting|45, 45|||||||||||raceme||||none||||||||||||stolon|hermaphrodite|||||||||simple|3|>3 times as long as wide||0.315, 0.35||||||||glabrous|||glabrous|||green||||||||||||||||1-10|2||||glabrous||0.185||1.95|||||||2|pointed|does not kill insects|Europe, S Africa, USA, S. America|||||||||0.108, 0.169|||||non woody||fibrous|||||||||||||||920003242|chloris|poaceae|||||||||||||||||||||||||||||||
chloris_virgata|parallel-sided||||||0|||||||||||||||||||0.325||||||||||||||0||||sheathing|||0||||||||||||||||||||||||||||||||raceme||||none||||||||||||||||||||||simple|3|>3 times as long as wide||0.3||||||||||||||green|||||||||||||||||2||||||0.2|||||||||2|pointed|||||||||||0.3|||||non woody||fibrous|||||||||||||||920003244|chloris|poaceae|||||||||||||||||||||||||||||||
choisya_ternata|||||||1, 5|||||||||||||||||||||||||||||||||5|||||||1.25||||||||||||||||||||||||||||||||corymbose cyme|||||||||||||||||||||||||||10|||||||||||||||||white||||||||||||||||||||||||||||||||5||||||||||||||||||||||||||||||||||920008001|choisya||||||||||||||||||||||||||||||||
glebionis_coronaria|||||||0|||||||||||||||||||||||||||||||||5|||||||2||||||||||||||||||||||||||||||||capitulum|||||||||||||||||||||||||||5|||||||||||||||||0.45, cream, yellow|||||||||||||||||1|||||||||||||||2||||||||||||1.7, 2.8||||||||||||||||||||||1690660020|glebionis|compositae|||||||||||||||||||||||||||||||
leucanthemum_vulgare|cuneate|1570|none|shallow||both, stem|0|Asia, Europe|||none|C3|patch-forming|5x, nan|||some non-viable||10|18, 36, 54|2292|-1.14||||||3||cleistogamy not recorded|unspecialised, wind|4|decreases||seed and vegetative|37|polycarpic|<1|long-term persistent, seedbank present, type uncertain, short-term persistent, transient|5|declining|||clasping, petiolate|8||1.6|||0, 0, 0|800|100-1000|insect, selfed|native|Hemicryptophyte|||<45|resists|7, 7, 8|No|3, 4, 5||Not continental||autotrophic|self-supporting|100|0.5|9||summer||4.54|hemicryptophyte|||6x, 7, nan|capitulum|4, 4, 5|28|15.0|none||0|2-6|||19.0, 21.3, 32.69|3.57|||none|354|rhizomes|gynomonoecious|epigeal|cross or automatic self|Rhizome shortly creeping|Present|290||||simple|5|1-3 times as long as wide|||long-day|31|||pseudometallophyte|||hairy|asthma, coughs, scrofula, sore eyes, wounds||glabrous, hairy||No|white, yellow|autumn, spring||||1000-10000|||>65|64|6|||26|height > width|none|1-10|1|||||fertile, infertile|||2.4|||290|toothed||0|2|rounded|does not kill insects|Australasia, North America||||0||evergreen|light, none|1074.0|0.33, 0.42, 0.6|0.2|3.6|||non-woody||adventitious|200|9|||protandrous|||Boreo-Temperate||||frequent||Euro-Siberian|1690810010|leucanthemum|compositae|mixed|mixed|mixed||3461.0|n|n|8.0|4.0|7.0|4.0|0.0|N||-1.14|75.0||p||hc||h|Rhiz1||5|4||3.6|14.6|1074.0|frequent
tanacetum_parthenium|cuneate||none|||both|0|Asia, Europe||||C3||6, nan|||||25|18||0.23|||||||||unspecialised|||||25.73||<1||5||||petiolate|8||0.275, 0.55|||0, 1, nan|||insect|naturalised|Chamaephyte|||||7, 7, nan|No|6, 7, nan||Not continental||autotrophic|self-supporting|60||||||4.31|hemicryptophyte|||7, 7, nan|capitulum|4, 5, nan|4|15.0|none|||||||3.21||||||gynomonoecious|||Little or no vegetative spread||||||compound|5|1-3 times as long as wide|||||||none|Hemicryptophyte||soft hairs, subglabrous|||soft hairs||No Data|white, yellow|||||||||58.23|7||||height > width|||1|||||fertile|||1.5||||lobed and toothed|||2|rounded|does not kill insects|North America, South America||||||evergreen||980.0|0.02, 0.1, 0.11||3.5|||non-woody||||||||||Mediterranean||||||Hyperoceanic|1690690110|tanacetum|compositae||||none|2550.0|||7.0|4.0|7.0|6.0|0.0|AR||0.23|54.0||p||Ch|hc|h|0|||||3.5|14.9|980.0|
glebionis_segetum|not applicable|1570|||||0|Asia|||none|C3|no ramets|6, 7|||||20|18|580|-1.8||||||2||cleistogamy not recorded|eaten by birds, eaten by mammals, unspecialised, water, wind||||seed|||<1|long-term persistent, seedbank present, type uncertain, short-term persistent, transient|5|declining|||clasping, sessile|8|partial|1.4|||0, 0, 0|335|100-1000|insect, selfed|naturalised|Therophyte|||||7, 7, 8|No|5, 5, 5||Not continental|2.5|autotrophic|self-supporting|60|||737|||4.58|therophyte||0|5, 5, 6|capitulum|5, 5, 5||15.0|none|<100|0||||14.7|3.96||5-20 yrs|partial|266|none|gynomonoecious|epigeal|cross or automatic self|Little or no vegetative spread||426||||simple|5|>3 times as long as wide|||long-day||||none|||glabrous||sensitive|glabrous||No Data|yellow, yellow|autumn, spring||||1000-10000|||||6|||37.5|height > width||1-10|1|||||fertile|||2.5||||toothed|wings|0|2|pointed|does not kill insects|Africa, Australasia, Europe, North America, South America||||0||aestival|none|1022.0|1.399, 1.82, 1.9||3.8|||non-woody||||54|||protandrous|||Southern Temperate||||frequent||European|1690660010|glebionis|compositae|mixed|mixed|mixed|none|||||||||||||||||||||||||||frequent
tanacetum_vulgare|not applicable|1597||||both|0|Europe||||C3|patch-forming|6, 6|||||30|18|338|-0.23||||||4|||unspecialised||||seed and vegetative|200||<1|seedbank present, type uncertain, short-term persistent, transient|5|declining|||clasping, petiolate|9||0.25|||0, 0, 1|365||insect|native|Hemicryptophyte|||||7, 7, 8|No|5, 6, 7||Not continental||autotrophic|self-supporting|120||||||4.35|hemicryptophyte|||7, 7, 8|capitulum|5, 5, 6|29|15.0|none||0||||7.85|3.3||||151|stolons|gynomonoecious|||Rhizome shortly creeping|Present|||||compound|5|>3 times as long as wide|||||||none|||glandular|cuts, gout, indigestion, jaundice, rheumatism, worms||subglabrous||No Data|yellow|autumn, spring||||||||160|7||||height > width|||1|||||fertile, infertile|||1.6||||lobed and toothed||0|2|pointed|does not kill insects|||||0||evergreen|light, none|958.0|0.1, 0.2||3.5|||non-woody||||12||||||Boreo-Temperate||||dominant||Eurasian|1690690010|tanacetum|compositae||||none|2014.0|n|n|7.0|6.0|7.0|7.0|0.0|N||-0.23|120.0||p||hc||h|Rhiz1||5|5||3.5|15.0|958.0|dominant
trifolium_aureum|cuneate||||||5|Asia, Europe||||C3|no ramets|4, 6||||||16||||||||4|||||||seed|||<1||5||||petiolate|8||0.65|||0, 0|||insect|naturalised||||||7, 7||2, 4||||autotrophic|self-supporting|30||||||3.97|therophyte|||4, 4|raceme|4, 4|21||none||||||0.76|3.4||>20 yrs|||none|hermaphrodite|||||||||compound|10|length = width|||||||none|||soft hairs|||soft hairs|||yellow|autumn|||||||||7||||height = width||1-10|1|||||infertile, very infertile|||||||toothed|||1|rounded|does not kill insects||||||||none||0.21, 0.3|||||non-woody|||||||||||||||||810570420|trifolium|||||none|||||||||||||||||||||||||||
trifolium_campestre|cuneate|1632||||both|5|Africa, Asia, Europe, Macaronesia|||none|C3|no ramets|6, 6||||||14|2449|-0.45||||||3|||||||seed|169.19||<1|long-term persistent, seedbank present, type uncertain, transient|5||||petiolate|9||0.55|||0, 0, 1|365|1|insect|native|Therophyte|||<45||8, 8, 8|No|3, 4, 4||Not continental||autotrophic|self-supporting|35||||||4.5|therophyte|Isle of Thanet|10|6, 6, 6|raceme|4, 4, 4|30|15.0|none||0||||0.9|2.87||1-5 yrs||838|none|hermaphrodite||normally cross|Little or no vegetative spread|Present|||||compound|10|length = width|||||||none|||hairy|||hairy||No|pale yellow|summer|||||||>65|145.51|6||||height = width||1-10|1|||||fertile, infertile||||||133.5|toothed|||1|rounded|does not kill insects|North America||||0||hibernal|none|939.0|0.14, 0.3, 0.33||3.7|||non-woody|||50|15||||||Southern Temperate||||||Euro-Siberian|810570440|trifolium||mixed|normally cross|generally cross|none|2391.0|n|n|8.0|4.0|6.0|4.0|0.0|N||-0.45|20.0||a||Th||h|0||8|4||3.7|15.1|939.0|
trifolium_dubium|cuneate|1660||deep|||5|Africa, Europe, Macaronesia|||none|C3|no ramets|6, 6||||||28, 32|38427|-0.11||||||3|||||||seed|||<1|long-term persistent, seedbank present, type uncertain, short-term persistent, transient|5|increasing, increasing|||petiolate|10||0.35|||0, 0, 1|487|1|insect|native|Therophyte|||<45||6, 6, 7|No|4, 5, 5||Not continental|3|autotrophic|procumbent, self-supporting|25||||autumn, summer||4.55|therophyte|Cambridge||6, 6, 6|raceme|4, 4, 5|26|15.0|none||0||||2.1|3.46||5-20 yrs|none|807.2|none|hermaphrodite|epigeal|normally self|Little or no vegetative spread|Present|1||||compound|10|length = width|||||||none|||hairy|coughs, liver ailments, toothache||hairy||No|yellow|autumn, summer|||||||>65||5||||height < width||1-10|1|||||infertile|||1.5||||toothed|||1|rounded|does not kill insects|||||0||hibernal|none|1072.0|0.32, 0.4||3.6|||non-woody||tap root|50|9||||||Temperate|||salt-affected|frequent||European|810570460|trifolium||mixed|normally self|generally self|none|3504.0|n|n|7.0|4.0|6.0|5.0|0.0|N||-0.11|15.0||a||Th||h|0||7|3||3.6|14.6|1072.0|frequent
trifolium_micranthum|cuneate|1724|||||5|Africa, Europe||||C3|no ramets||||||2|16||0.62|||||||||||||seed|||<1||5||||petiolate|7||0.4|||0|||insect|native|Therophyte|||<45||8|Yes|5||Not continental||autotrophic|procumbent|10||||||4.6|therophyte|Putney, London||5|raceme|5|23|16.0|none|||||||1.46|||||none|hermaphrodite|||Little or no vegetative spread|Present|||||compound|10|length = width|||||||none|||hairy|||hairy||No|yellow|autumn|||||||50-55||6||||height < width||0.1-1|1|||||infertile, very infertile|||||||toothed|||1|rounded|does not kill insects||||||||none|848.0|0.3432, 0.55||4.1|||non-woody|||20|||||||Mediterranean-Atlantic||||||Suboceanic|810570470|trifolium|||||none|974.0|n|n|8.0|5.0|5.0|5.0|0.0|N||0.62|7.0||a||Th||h|0||9|2||4.1|15.9|848.0|
chrysocoma_coma_aurea|||||||0|||||||||||||||||||||||||||||||||5|||||||||||||||||||||||||||||||||||||||capitulum|||||||||||||||||||||||||||5|||||||||||||||||yellow|||||||||||||||||1|||||||||||||||2||||||||||||0.45||||||||||||||||||||||920007226|chrysocoma|compositae|||||||||||||||||||||||||||||||
