year,reference,family,genus,species,m.d.g,latitude,hemisphere,biome,growth,life.history,si,mean.tm,References
2007,Coates et al. 2007. Plant mating systems and assessing population persistence in fragmented landscapes. Australian Journal of Botany 55 (3): 239_253,Myrtaceae,Eucalyptus ,rameliana,D,24.11,S,6,3,4,1,0.76,Coates et al. 2007. Plant mating systems and assessing population persistence in fragmented landscapes. Australian Journal of Botany 55 (3): 239_253
2003,"Telles, M. P. D., A. S. G. Coelho, L. J. Chaves, J. A. F. Diniz, and F. D. Valva. 2003. Genetic diversity and population structure of Eugenia dysenterica DC. (""cagaiteira""-Myrtaceae) in Central Brazil: Spatial analysis and implications for conservation and management. Conservation Genetics 4:685_695.",Myrtaceae,Eugenia,dysenterica,D,17.5,S,8,4,4,1,0.835,"Telles, M. P. D., A. S. G. Coelho, L. J. Chaves, J. A. F. Diniz, and F. D. Valva. 2003. Genetic diversity and population structure of Eugenia dysenterica DC. (""cagaiteira""-Myrtaceae) in Central Brazil: Spatial analysis and implications for conservation and management. Conservation Genetics 4:685_695."
2007,Coates et al. 2007. Plant mating systems and assessing population persistence in fragmented landscapes. Australian Journal of Botany 55 (3): 239_253,Myrtaceae,Verticordia ,fimbrilepis_fimbrilepis,D,,S,3,3,4,1,0.638,Coates et al. 2007. Plant mating systems and assessing population persistence in fragmented landscapes. Australian Journal of Botany 55 (3): 239_253
2012,"Paula Marchelli, Peter E. Smouse & Leonardo A. Gallo. 2012 Short_distance pollen dispersal for an outcrossed, wind_pollinated southern beech (Nothofagus nervosa (Phil.) Dim. et Mil.). Tree Genetics & Genomes  8:1123_1134.",Nothofagaceae,Nothofagus,nervosa,D,39.5,S,6,4,4,,0.99,
2006,"Verdu et al. 2006. Ovule discounting in an outcrossing, cryptically dioecious tree. EVOLUTION 60 (10): 2056_2063  ",Oleaceae,Fraxinus ,ornus,D,38.63,N,3,4,4,1,1.095,"Verdu et al. 2006. Ovule discounting in an outcrossing, cryptically dioecious tree. EVOLUTION 60 (10): 2056_2063  "
1976,"Vasek, F. C., and J. Harding. 1976. Outcrossing in natural populations. V. Analysis of outcrossing, inbreeding, and selection in Clarkia exilis and Clarkia trembloriensis. Evolution 30:403_411.",Onagraceae,Clarkia,exilis,D,35.5,N,3,1,1,1,0.52,"Vasek, F. C., and J. Harding. 1976. Outcrossing in natural populations. V. Analysis of outcrossing, inbreeding, and selection in Clarkia exilis and Clarkia trembloriensis. Evolution 30:403_411."
1989,"Holtsford TP, NC Ellstrand. 1989. Variation in outcrossing rate and population genetic structure of Clarkia tembloriensis (Onagraceae). Theor Appl Genet 78:480_488",Onagraceae,Clarkia,tembloriensis,D,35,N,3,1,1,,0.483,"Holtsford TP, NC Ellstrand. 1989. Variation in outcrossing rate and population genetic structure of Clarkia tembloriensis (Onagraceae). Theor Appl Genet 78:480_488"
1965,Vasek FC. 1965. Outcrossing in natural populations. II. Clarkia unguiculata. Evolution 19:152_156,Onagraceae,Clarkia,unguiculata,D,35.35,N,3,1,1,1,0.964,Vasek FC. 1965. Outcrossing in natural populations. II. Clarkia unguiculata. Evolution 19:152_156
1998,"Kelley, S. T., and R. G. Latta. 1998. Evidence for high rates of self_fertilization in the alpine herb Epilobium anagallidifolium (Onagraceae). Canadian Journal of Botany 76:1978_1980.",Onagraceae,Epilobium,anagallidifolium,D,40.07,N,,1,4,1,0,"Kelley, S. T., and R. G. Latta. 1998. Evidence for high rates of self_fertilization in the alpine herb Epilobium anagallidifolium (Onagraceae). Canadian Journal of Botany 76:1978_1980."
1990,Flores 1990,Onagraceae,Ludwigia,peploides,D,,,,1,4,1,0.2,Flores 1990
1979,"Levin DA, Ritter K, NC Ellstrand. 1979. Protein polymorphism in the narrow endemic Oenothera organensis. Evolution 33(2):534_542",Onagraceae,Oenothera,organensis,D,32.35,N,,1,4,0,1.043,"Levin DA, Ritter K, NC Ellstrand. 1979. Protein polymorphism in the narrow endemic Oenothera organensis. Evolution 33(2):534_542"
1989,"Schroeder, S. 1989. Outcrossing Rates and Seed Characteristics in Damaged Natural_Populations of Abies alba Mill. Silvae Genetica 38:185_185.",Pinaceae,Abies,alba,G,48.43,N,4,4,4,,0.89,"Schroeder, S. 1989. Outcrossing Rates and Seed Characteristics in Damaged Natural_Populations of Abies alba Mill. Silvae Genetica 38:185_185."
1995,Giannini et al. 1995. J. Genetics & Breeding 48: 335_337.,Pinaceae,Abies,alba,G,,N,4,4,4,,0.896,Giannini et al. 1995. J. Genetics & Breeding 48: 335_337.
2003,"El_Kassaby, Y. A., B. G. Dunsworth, and J. Krakowski. 2003. Genetic evaluation of alternative silvicultural systems in coastal montane forests: western hemlock and amabilis fir. Theoretical and Applied Genetics 107:598_610.",Pinaceae,Abies,amabilis,G,49.92,N,,4,4,,0.808,"El_Kassaby, Y. A., B. G. Dunsworth, and J. Krakowski. 2003. Genetic evaluation of alternative silvicultural systems in coastal montane forests: western hemlock and amabilis fir. Theoretical and Applied Genetics 107:598_610."
1985,"Neale, D. B., and W. T. Adams. 1985. Allozyme and mating_system variation in balsam fir (Aibes balsamea) across a continuous elevational transect. Canadian Journal of Botany 63:2448_2453.",Pinaceae,Abies,balsamea,G,44.02,N,4,4,4,,0.887,"Neale, D. B., and W. T. Adams. 1985. Allozyme and mating_system variation in balsam fir (Aibes balsamea) across a continuous elevational transect. Canadian Journal of Botany 63:2448_2453."
1997,"Fady, B., and R. D. Westfall. 1997. Mating system parameters in a natural population of Abies borisii regis Mattfeld. Annales Des Sciences Forestieres 54:643_647.",Pinaceae,Abies,borisii,G,39.5,N,3,4,4,,0.952,"Fady, B., and R. D. Westfall. 1997. Mating system parameters in a natural population of Abies borisii regis Mattfeld. Annales Des Sciences Forestieres 54:643_647."
1987,"Shea, K. L. 1987. Effects of population structure and cone production on outcrossing rates in Engelmann spruce and subalpine fir. Evolution 41:124_136.",Pinaceae,Abies,lasiocarpa,G,40,N,,4,4,,0.795,"Shea, K. L. 1987. Effects of population structure and cone production on outcrossing rates in Engelmann spruce and subalpine fir. Evolution 41:124_136."
2011,FerriolETAL2011,Pinaceae,Cedrus,atlantica,G,43.78,N,3,4,4,1,0.91,
1979,"Lundquist, K. 1979. Allozyme frequency distributions in four Swedish populations of Norway spruce (Picea abies Ok.). I. Estimation of genetic variation within and among populations, genetic linkage and a mating system parameter. Hereditas 90:127_143.",Pinaceae,Picea,abies,G,,,,4,4,,0.9,"Lundquist, K. 1979. Allozyme frequency distributions in four Swedish populations of Norway spruce (Picea abies Ok.). I. Estimation of genetic variation within and among populations, genetic linkage and a mating system parameter. Hereditas 90:127_143."
1991,"Morgante, M., G. G. Vendramin, and P. Rossi. 1991. Effects of Stand Density on Outcrossing Rate in 2 Norway Spruce (Picea abies) Populations. Canadian Journal of Botany 69:2704_2708.",Pinaceae,Picea,abies,G,,,,4,4,,0.956,"Morgante, M., G. G. Vendramin, and P. Rossi. 1991. Effects of Stand Density on Outcrossing Rate in 2 Norway Spruce (Picea abies) Populations. Canadian Journal of Botany 69:2704_2708."
1993,"Paule, L., D. Lindgren, and R. Yazdani. 1993. Allozyme Frequencies, Outcrossing Rate and Pollen Contamination in Picea abies Seed Orchards. Scandinavian Journal of Forest Research 8:8_17.",Pinaceae,Picea,abies,G,,,,4,4,,0.965,"Paule, L., D. Lindgren, and R. Yazdani. 1993. Allozyme Frequencies, Outcrossing Rate and Pollen Contamination in Picea abies Seed Orchards. Scandinavian Journal of Forest Research 8:8_17."
2005,"Ledig et al. 2005. Genic diversity, genetic structure, and mating system of Brewer spruce (Pinaceae), a relict of the Arcto_Tertiary forest. AMERICAN JOURNAL OF BOTANY 92 (12): 1975_1986 ",Pinaceae,Picea,breweriana,G,41.97,N,4,4,4,1,0.903,"Ledig et al. 2005. Genic diversity, genetic structure, and mating system of Brewer spruce (Pinaceae), a relict of the Arcto_Tertiary forest. AMERICAN JOURNAL OF BOTANY 92 (12): 1975_1986 "
2006,Ledig et al. 2006. The structure of genetic diversity in Engelmann spruce and a comparison with blue spruce. Canadian Journal of Botany 84 (12): 1806_1828 ,Pinaceae,Picea,engelmannii,G,40.7,N,4,4,4,1,0.93,Ledig et al. 2006. The structure of genetic diversity in Engelmann spruce and a comparison with blue spruce. Canadian Journal of Botany 84 (12): 1806_1828 
1987,"Shea, K. L. 1987. Effects of population structure and cone production on outcrossing rates in Engelmann spruce and subalpine fir. Evolution 41:124_136.",Pinaceae,Picea,engelmannii,G,40,N,,4,4,,0.89,"Shea, K. L. 1987. Effects of population structure and cone production on outcrossing rates in Engelmann spruce and subalpine fir. Evolution 41:124_136."
1985,"Cheliak, W. M., J. A. Pitel, and G. Murray. 1985. Population structure and the mating system of white spruce. Canadian Journal of Forest Science 15:301_308.",Pinaceae,Picea,glauca,G,45.9,N,4,4,4,,0.793,"Cheliak, W. M., J. A. Pitel, and G. Murray. 1985. Population structure and the mating system of white spruce. Canadian Journal of Forest Science 15:301_308."
1990,"Innes D.J., G.G. Ringius. 1990. Mating system and genetic structure of two populations of white spruce (Picea glauca) in eastern Newfoundland. Can J Bot 68:1661_1666.",Pinaceae,Picea,glauca,G,52.5,N,4,4,4,,0.793,"Innes D.J., G.G. Ringius. 1990. Mating system and genetic structure of two populations of white spruce (Picea glauca) in eastern Newfoundland. Can J Bot 68:1661_1666."
2006,O'Connell et al. 2006. Impacts of forest fragmentation on the mating system and genetic diversity of white spruce (Picea glauca) at the landscape level . HEREDITY 97 (6): 418_426 ,Pinaceae,Picea,glauca,G,46.28,N,4,4,4,1,0.94,O'Connell et al. 2006. Impacts of forest fragmentation on the mating system and genetic diversity of white spruce (Picea glauca) at the landscape level . HEREDITY 97 (6): 418_426 
2008,"Motoshi Tomita, Hideyuki Saito , Yoshihisa Suyama. 2008. Effect of local stand density on reproductive processes of the sub_boreal conifer Picea jezoensis Carr. (Pinaceae). Forest Ecology and Management 256:1350_1355.",Pinaceae,Picea,jezoensis,G,42.75,N,4,4,4,,0.9595,
1986,"Boyle T.J.B., E.K. Morgenstern. 1986. Estimates of outcrossing rates in six populations of black spruce in central New Brunswick. Silvae Genet. 35: 102_106.",Pinaceae,Picea,mariana,G,46.47,N,4,4,4,,0.924,"Boyle T.J.B., E.K. Morgenstern. 1986. Estimates of outcrossing rates in six populations of black spruce in central New Brunswick. Silvae Genet. 35: 102_106."
1987,"Barrett, J. W., P. Knowles, and w. M. Cheliak. 1987. The mating system in a black spruce clonal orchard. Canadian Journal of Forest Science 17:379_382.",Pinaceae,Picea,mariana,G,48.37,N,4,4,4,,0.898,"Barrett, J. W., P. Knowles, and w. M. Cheliak. 1987. The mating system in a black spruce clonal orchard. Canadian Journal of Forest Science 17:379_382."
2000,"Ledig, F. T., B. Bermejo_Velazquez, P. D. Hodgskiss, D. R. Johnson, C. Flores_Lopez, and V. Jacob_Cervantes. 2000. The mating system and genic diversity in Martinez spruce, an extremely rare endemic of Mexico's Sierra Madre Oriental: an example of facultative selfing and survival in interglacial refugia. Canadian Journal of Forest Research_Revue Canadienne De Recherche Forestiere 30:1156_1164.",Pinaceae,Picea,martnezii,G,24.53,N,,4,4,,0.518,"Ledig, F. T., B. Bermejo_Velazquez, P. D. Hodgskiss, D. R. Johnson, C. Flores_Lopez, and V. Jacob_Cervantes. 2000. The mating system and genic diversity in Martinez spruce, an extremely rare endemic of Mexico's Sierra Madre Oriental: an example of facultative selfing and survival in interglacial refugia. Canadian Journal of Forest Research_Revue Canadienne De Recherche Forestiere 30:1156_1164."
2002,"Ledig, F. T., P. D. Hodgkiss, and V. Jacob_Cerevantes. 2002. Genetic diversity, mating system, and conservation of a Mexican subalpine relict, Picea mexicana Martênez. Conservation Genetics 3:113_122.",Pinaceae,Picea,mexicana,G,25.45,N,,4,4,,0.677,"Ledig, F. T., P. D. Hodgkiss, and V. Jacob_Cerevantes. 2002. Genetic diversity, mating system, and conservation of a Mexican subalpine relict, Picea mexicana Martênez. Conservation Genetics 3:113_122."
2000,"Rajora OP, Mosseler A, JE Major. 2000. Indicators of population viability in red spruce, Picea rubens. II. Genetic diversity, population structure, and mating behaviour. Can J Bot 78:941_956",Pinaceae,Picea,rubens,G,45.51,N,4,4,4,,0.595,"Rajora OP, Mosseler A, JE Major. 2000. Indicators of population viability in red spruce, Picea rubens. II. Genetic diversity, population structure, and mating behaviour. Can J Bot 78:941_956"
1994,"Chaisurisri K, Mitton JB, YA El_Kassaby. 1994. Variation in the mating system of Sitka spruce (Picea sitchensis): evidence for partial assortative mating. Am J Bot 81:1410_1415",Pinaceae,Picea,sitchensis,G,48.58,N,4,4,4,,0.923,"Chaisurisri K, Mitton JB, YA El_Kassaby. 1994. Variation in the mating system of Sitka spruce (Picea sitchensis): evidence for partial assortative mating. Am J Bot 81:1410_1415"
2007,"Mimura, M, Aitken, SN. 2007. INCREASED SELFING AND DECREASED EFFECTIVE POLLEN DONOR NUMBER IN PERIPHERAL RELATIVE TO CENTRAL POPULATIONS IN PICEA SITCHENSIS (PINACEAE). American Journal of Botany 94(6): 991_998.",Pinaceae,Picea,sitchensis,G,50,N,4,4,4,,0.8532,
2003,"Krakowski, J., S. N. Aitken, and Y. A. El_Kassaby. 2003. Inbreeding and conservation genetics in whitebark pine. Conservation Genetics 4:581_593.",Pinaceae,Pinus,albicaulis,G,52,N,,4,4,,0.729,"Krakowski, J., S. N. Aitken, and Y. A. El_Kassaby. 2003. Inbreeding and conservation genetics in whitebark pine. Conservation Genetics 4:581_593."
2007,Andrew D. Bower & Sally N. Aitken. 2007. Mating system and inbreeding depression in whitebark pine (Pinus albicaulis Engelm.) Tree Genetics & Genomes 3:379_388.,Pinaceae,Pinus,albicaulis,G,44.97,N,,4,4,,0.862,
1985,"Cheliak WM, Dancik BP, Morgan K, Yeh FCH, C Strobeck. 1985b. Temporal variation of the mating system in a natural population of jack pine. Genetics 109:569_584",Pinaceae,Pinus,banksiana,G,53.79,N,4,4,4,,0.88,"Cheliak WM, Dancik BP, Morgan K, Yeh FCH, C Strobeck. 1985b. Temporal variation of the mating system in a natural population of jack pine. Genetics 109:569_584"
1989,"Matheson A.C., Bell J.C., R.D. Barnes. 1989. Breeding systems and genetic structure in some Central American pine populations. Silvae Genetica 38:107_113.",Pinaceae,Pinus,caribaea,G,21.6,N,8,4,4,,0.898,"Matheson A.C., Bell J.C., R.D. Barnes. 1989. Breeding systems and genetic structure in some Central American pine populations. Silvae Genetica 38:107_113."
2000,"Lewandowski, A., and J. Burczyk. 2000. Mating system and genetic diversity in natural populations of European larch (Larix decidua) and stone pine (Pinus cembra) located at higher elevations. Silvae Genetica 49:158_161.",Pinaceae,PInus,cembra,G,45,N,,4,4,,0.808,"Lewandowski, A., and J. Burczyk. 2000. Mating system and genetic diversity in natural populations of European larch (Larix decidua) and stone pine (Pinus cembra) located at higher elevations. Silvae Genetica 49:158_161."
2008,Castillo and Trujillo 2008,Pinaceae,Pinus,chiapensis,G,17,N,8,4,4,1,0.873,
1984,"Epperson BK, RW Allard. 1984. Allozyme analysis of the mating system in lodgepole pine populations. J. Heredity 75(3):212_214",Pinaceae,Pinus,contorta,G,,,4,4,4,,1,"Epperson BK, RW Allard. 1984. Allozyme analysis of the mating system in lodgepole pine populations. J. Heredity 75(3):212_214"
2001,Sorensen FC. 2001. Effect of population outcrossing rate on inbreeding depression in Pinus contorta_murrayana seedlings. Scandinavian Journal of Forest Research 16:391_403,Pinaceae,Pinus,contorta,G,43.77,N,4,4,4,,0.916,Sorensen FC. 2001. Effect of population outcrossing rate on inbreeding depression in Pinus contorta_murrayana seedlings. Scandinavian Journal of Forest Research 16:391_403
2001,"Lian C, Miwa M, T Hogetsu. 2001. Outcrossing and paternity analysis of Pinus densiflora (Japanese red pine) by microsatellite polymorphism. Heredity 87:88_98",Pinaceae,Pinus,densiflora,G,35,N,6,4,4,,0.955,"Lian C, Miwa M, T Hogetsu. 2001. Outcrossing and paternity analysis of Pinus densiflora (Japanese red pine) by microsatellite polymorphism. Heredity 87:88_98"
1962,"Squillace, A. E., and J. F. Kraus. 1962. Effects of inbreeding on seed yield, germination, rate of germination and seedling growth in Slash Pine. For. Gen. Workshop, Macon, GA ",Pinaceae,Pinus,elliotii,G,,,,4,4,,0.94,"Squillace, A. E., and J. F. Kraus. 1962. Effects of inbreeding on seed yield, germination, rate of germination and seedling growth in Slash Pine. For. Gen. Workshop, Macon, GA "
1986,"Furnier GR, WT Adams. 1986. Mating system in natural populations of Jeffrey pine. Am J Bot 73(7):1002_1008",Pinaceae,Pinus,jeffreyi,G,39.75,N,3,4,4,,0.935,"Furnier GR, WT Adams. 1986. Mating system in natural populations of Jeffrey pine. Am J Bot 73(7):1002_1008"
1991,"Boyle T.J.B., Liengsiri C., C. Piewluang. 1991. Genetic studies in a tropical pine - Pinus kesiya. III. The mating system in four populations from northern Thailand. J. Tropical Forest Sci. 4:37_44.",Pinaceae,Pinus,kesiya,G,18.78,N,,4,4,,0.825,"Boyle T.J.B., Liengsiri C., C. Piewluang. 1991. Genetic studies in a tropical pine - Pinus kesiya. III. The mating system in four populations from northern Thailand. J. Tropical Forest Sci. 4:37_44."
2001,"Potenko, V. V., and A. V. Velikov. 2001. Allozyme variation and mating system of coastal populations of Pinus koraiensis SIEB. et ZUCC. in Russia. Silvae Genetica 50:117_122.",Pinaceae,Pinus,koraiensis,G,44.8,N,4,4,4,,0.878,"Potenko, V. V., and A. V. Velikov. 2001. Allozyme variation and mating system of coastal populations of Pinus koraiensis SIEB. et ZUCC. in Russia. Silvae Genetica 50:117_122."
1994,"Morgante M., Rossi P., Vendramin G.G., G. Boscherini. 1994. Low level of outcrossing in Pinus leucodermis: further evidences in artificial stand. Can. J. Bot. 72:1289_1293.",Pinaceae,Pinus,leucodermis,G,,,,4,4,,0.802,"Morgante M., Rossi P., Vendramin G.G., G. Boscherini. 1994. Low level of outcrossing in Pinus leucodermis: futher evidences in artificial stand. Can. J. Bot. 72:1289_1293."
1994,"Morgante M., Rossi P., Vendramin G.G., G. Boscherini. 1994. Low level of outcrossing in Pinus leucodermis: futher evidences in artificial stand. Can. J. Bot. 72:1289_1293.",Pinaceae,Pinus,leucodermis,G,,,,4,4,,0.799,"Morgante M., Rossi P., Vendramin G.G., G. Boscherini. 1994. Low level of outcrossing in Pinus leucodermis: futher evidences in artificial stand. Can. J. Bot. 72:1289_1293."
1989,"Matheson A.C., Bell J.C., R.D. Barnes. 1989. Breeding systems and genetic structure in some Central American pine populations. Silvae Genetica 38:107_113.",Pinaceae,Pinus,maximinoi,G,14.5,N,8,4,4,,0.65,"Matheson A.C., Bell J.C., R.D. Barnes. 1989. Breeding systems and genetic structure in some Central American pine populations. Silvae Genetica 38:107_113."
1987,El_Kassaby et al. 1987,Pinaceae,Pinus,monticola,G,49.02,N,4,4,4,,0.977,El_Kassaby et al. 1987
1993,"El_Kassaby Y.A., Meagher M.D., R. Davidson. 1993. Temporal variation in the outcrossing rate in a natural stand of western white pine. Silvae Genetica 42: 131_135.",Pinaceae,Pinus,monticola,G,49.02,N,4,4,4,,0.982,"El_Kassaby Y.A., Meagher M.D., R. Davidson. 1993. Temporal variation in the outcrossing rate in a natural stand of western white pine. Silvae Genetica 42: 131_135."
1989,"Matheson A.C., Bell J.C., R.D. Barnes. 1989. Breeding systems and genetic structure in some Central American pine populations. Silvae Genetica 38:107_113.",Pinaceae,Pinus,oocarpa,G,14.4,N,8,4,4,1,0.874,"Matheson A.C., Bell J.C., R.D. Barnes. 1989. Breeding systems and genetic structure in some Central American pine populations. Silvae Genetica 38:107_113."
2008,de_Lucas ETAL 2008,Pinaceae,Pinus,pinaster,G,39.48,N,3,4,4,1,0.977,
2001,"Ledig, F. T., M. A. Capo_Arteaga, P. D. Hodgskiss, H. Sbay, C. Flores_Lopez, M. T. Conkle, and B. Bermejo_Velazquez. 2001. Genetic diversity and the mating system of a rare Mexican pinon, Pinus pinceana, and a comparison with Pinus maximartinezii (Pinaceae). American Journal of Botany 88:1977_1987.",Pinaceae,Pinus,pinceana,G,24.3,N,1,4,4,,0.87,"Ledig, F. T., M. A. Capo_Arteaga, P. D. Hodgskiss, H. Sbay, C. Flores_Lopez, M. T. Conkle, and B. Bermejo_Velazquez. 2001. Genetic diversity and the mating system of a rare Mexican pinon, Pinus pinceana, and a comparison with Pinus maximartinezii (Pinaceae). American Journal of Botany 88:1977_1987."
1981,"Mitton JB, Linhart YB, Davis ML, KB Sturgeon. 1981. Estimation of outcrossing in Ponderosa pine, Pinus ponderosa Laws., from patterns of segregation of protein polymorphisms and from frequencies of albino seedlings. Silvae Genetica 30: 117_121",Pinaceae,Pinus,ponderosa,G,40.02,N,,4,4,,0.94,"Mitton JB, Linhart YB, Davis ML, KB Sturgeon. 1981. Estimation of outcrossing in Ponderosa pine, Pinus ponderosa Laws., from patterns of segregation of protein polymorphisms and from frequencies of albino seedlings. Silvae Genetica 30: 117_121"
1984,"Farris MA, JB Mitton. 1984. Population density, outcrossing rate, and heterozygote superiority in Ponderosa pine. Evolution 38(5):1151_1154",Pinaceae,Pinus,ponderosa,G,40,N,,4,4,,0.885,"Farris MA, JB Mitton. 1984. Population density, outcorssing rate, and heterozygote superiority in Ponderosa pine. Evolution 38(5):1151_1154"
1991,"Gibson JP, JL Hamrick. 1991. Heterogeneity in pollen allele frequencies among cones, whorls, and trees of Table Mountain pine (Pinus pungens). Am J Bot 78:1244_1251",Pinaceae,Pinus,pungens,G,35.05,N,6,4,4,,1.12,"Gibson JP, JL Hamrick. 1991. Heterogeneity in pollen allele frequencies among cones, whorls, and trees of Table Mountain pine (Pinus pungens). Am J Bot 78:1244_1251"
1962,Fowler 1962,Pinaceae,Pinus,resinosa,G,,,4,4,4,,0.81,Fowler 1962
1965,"Fowler, D. P. 1965. Effects of inbreeding in red pine, Pinus resinosa Ait. II. Pollination studies. Silvae Genetica 14:12_23.",Pinaceae,Pinus,resinosa,G,46.5,N,4,4,4,,0.81,"Fowler, D. P. 1965. Effects of inbreeding in red pine, Pinus resinosa Ait. II. Pollination studies. Silvae Genetica 14:12_23."
1965,"Fowler, D. P. 1965. Effects of inbreeding in red pine, Pinus resinosa Ait. III. Factors affecting natural selfing. Silvae Genetica 14:37_46.",Pinaceae,Pinus,resinosa,G,46.37,N,4,4,4,,0.81,"Fowler, D. P. 1965. Effects of inbreeding in red pine, Pinus resinosa Ait. III. Factors affecting natural selfing. Silvae Genetica 14:37_46."
1982,"Guries RP, FT Ledig. 1982. Genetic diversity and population structure in pitch pine (Pinus rigida Mill.). Evolution 36:387_402",Pinaceae,Pinus,rigida,G,39.32,N,6,4,4,,0.95,"Guries RP, FT Ledig. 1982. Genetic diversity and population structure in pitch pine (Pinus rigida Mill.). Evolution 36:387_402"
1990,"Politov D.V., K.V. Krutovskii. 1990. Genetic variability in Siberian stone pine, Pinus sibirica Du Tour. V. Analysis of mating system. Genetika (Russian) 26(11): 2002_2011 (translated in English as Soviet Genetics (1991) 26: 1309_1316).",Pinaceae,Pinus,sibirica,G,,,,4,4,,0.854,"Politov D.V., K.V. Krutovskii. 1990. Genetic variability in Siberian stone pine, Pinus sibirica Du Tour. V. Analysis of mating system. Genetika (Russian) 26(11): 2002_2011 (translated in English as Soviet Genetics (1991) 26: 1309_1316)."
2002,"Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184.",Pinaceae,Pinus,strobus,G,47.75,N,4,4,4,,0.924,"Rajora, O. P., A. Mosseler, and J. E. Major. 2002. Mating system and reproductive fitness traits of eastern white pine (Pinus strobus) in large, central versus small, isolated, marginal populations. Canadian Journal of Botany 80:1173_1184."
2004,"Robledo_Arnuncio, J. J., R. Alia, and L. Gil. 2004. Increased selfing and correlated paternity in a small population of a predominantly outcrossing conifer, Pinus sylvestris. Molecular Ecology 13:2567_2577.",Pinaceae,Pinus,sylvestris,G,42.5,N,3,4,4,,0.925,"Robledo_Arnuncio, J. J., R. Alia, and L. Gil. 2004. Increased selfing and correlated paternity in a small population of a predominantly outcrossing conifer, Pinus sylvestris. Molecular Ecology 13:2567_2577."
2004,"Robledo_Arnuncio et al. 2004. Increased selfing and correlated paternity in a small population of a predominantly outcrossing conifer, Pinus sylvestris.MOLECULAR ECOLOGY 13 (9): 2567_2577  ",Pinaceae,Pinus,sylvestris,G,40.67,N,3,4,4,1,0.925,"Robledo_Arnuncio et al. 2004. Increased selfing and correlated paternity in a small population of a predominantly outcrossing conifer, Pinus sylvestris.MOLECULAR ECOLOGY 13 (9): 2567_2577  "
1993,"K_rkk_inen K, O Savolainen. 1993. The degree of early inbreeding depression determines the selfing rate at the seed stage: model and results from Pinus sylvestris (Scots pine). Heredity 71:160_166",Pinaceae,Pinus,sylvestris,G,61.67,N,4,4,4,,0.954,"K_rkk_inen K, O Savolainen. 1993. The degree of early inbreeding depression determines the selfing rate at the seed stage: model and results from Pinus sylvestris (Scots pine). Heredity 71:160_166"
1973,Sorensen FC. 1973. Frequency of seedlings from natural self_fertilization in coastal Douglas fir. Silvae Genetica 22:20_24,Pinaceae,Pseudotsuga,menziesii,G,44,N,,4,4,,0.931,Sorensen FC. 1973. Frequency of seedlings from natural self_fertilization in coastal Douglas fir. Silvae Genetica 22:20_24
1985,"Neale DB, WT Adams. 1985. The mating system in natural shelterwood stands of Douglas fir. Theor Appl Genet 71:201_207",Pinaceae,Pseudotsuga,menziesii,G,43.2,N,,4,4,,0.965,"Neale DB, WT Adams. 1985. The mating system in natural shelterwood stands of Douglas fir. Theor Appl Genet 71:201_207"
1987,"Yeh FC, K Morgan. 1987. Mating system and multilocus associations in a natural population of Pseudotsuga menziesii (Mirb.) Franco. Theor Appl Genet 73:799_808",Pinaceae,Pseudotsuga,menziesii,G,48.87,N,,4,4,,0.887,"Yeh FC, K Morgan. 1987. Mating system and multilocus associations in a natural population of Pseudotsuga menziesii (Mirb.) Franco. Theor Appl Genet 73:799_808"
1981,"El_Kassaby YA, Yeh FC, O Sziklai. 1981. Estimation of the outcrossing rate of Douglas_Fir (Pseudotsuga menziesii (Mirb.) franco) using allozyme polymorphisms. Silvae Genetica 30:182_184",Pinaceae,Pseudotsuga,menziesii,G,,,,4,4,,0.9,"El_Kassaby YA, Yeh FC, O Sziklai. 1981. Estimation of the outcrossing rate of Douglas_Fir (Pseudotsuga menziesii (Mirb.) franco) using allozyme polymorphisms. Silvae Genetica 30:182_184"
1982,"Shaw DV, RW Allard. 1982. Estimation of outcrossing rates in Douglas_fir using isozyme markers. Theor Appl Genet 62:113_120",Pinaceae,Pseudotsuga,menziesii,G,,,,4,4,,0.9,"Shaw DV, RW Allard. 1982. Estimation of outcrossing rates in Douglas_fir using isozyme markers. Theor Appl Genet 62:113_120"
2003,"El_Kassaby, Y. A., B. G. Dunsworth, and J. Krakowski. 2003. Genetic evaluation of alternative silvicultural systems in coastal montane forests: western hemlock and amabilis fir. Theoretical and Applied Genetics 107:598_610.",Pinaceae,Tsuga,heterophylla,G,49.92,N,,4,4,,0.929,"El_Kassaby, Y. A., B. G. Dunsworth, and J. Krakowski. 2003. Genetic evaluation of alternative silvicultural systems in coastal montane forests: western hemlock and amabilis fir. Theoretical and Applied Genetics 107:598_610."
2004,"Wadt, L. H. D., and P. Y. Kageyama. 2004. Genetic structure and mating system of Piper hispidinervum. Pesquisa Agropecuaria Brasileira 39:151_157.",Piperaceae,Piper,hispidinervum,D,11.5,S,8,3,,,1.086,"Wadt, L. H. D., and P. Y. Kageyama. 2004. Genetic structure and mating system of Piper hispidinervum. Pesquisa Agropecuaria Brasileira 39:151_157."
